Date,City,Dealer_ID,Car_Model,Price,Discount,Marketing_Spend,Festival,Fuel_Price,Units_Sold,Lead_Time,Service_Level,Holding_Cost_Per_Unit,Previous_Month_Sales,Rolling_3M_Avg,Demand_Std_Dev,Scenario_Forecast
2024-04-01,Chennai,D6449,Fronx,900000,3,50421,0,106.293,10475,1,0.95,18000.0,46233.0,22932.333333333332,11539.00997374742,11492.55
2024-10-01,Chennai,D6569,Fronx,1000000,13,99169,2,105.69900000000001,32087,1,0.95,20000.0,10475.0,29598.333333333332,11539.00997374742,35769.8
2025-01-01,Chennai,D4818,Fronx,1100000,10,55782,1,109.24100000000001,15158,1,0.95,22000.0,32087.0,19240.0,11539.00997374742,15679.6
2025-02-01,Chennai,D2906,Fronx,900000,4,52641,0,109.49400000000001,11533,1,0.95,18000.0,15158.0,19592.666666666668,11539.00997374742,11919.933333333332
2025-06-01,Chennai,D8350,Fronx,1000000,2,68067,0,109.043,12944,1,0.95,20000.0,11533.0,13211.666666666666,11539.00997374742,14846.466666666667
2022-08-01,Delhi,D7881,Fronx,900000,10,50207,1,97.933,10098,1,0.95,18000.0,9287.0,10112.333333333334,19841.302139147097,8727.5
2023-11-01,Delhi,D5892,Fronx,900000,15,142711,2,102.146,40754,1,0.95,18000.0,10098.0,20046.333333333332,19841.302139147097,40387.475
2023-12-01,Delhi,D8043,Fronx,900000,7,91323,1,104.10400000000001,19838,1,0.95,18000.0,40754.0,23563.333333333332,19841.302139147097,25770.191666666666
2024-02-01,Delhi,D7327,Fronx,1100000,2,62376,0,105.589,13980,1,0.95,22000.0,19838.0,24857.333333333332,19841.302139147097,14679.883333333333
2024-05-01,Delhi,D3832,Fronx,900000,3,56342,0,107.01900000000002,10752,1,0.95,18000.0,13980.0,14856.666666666666,19841.302139147097,13196.525
2024-06-01,Delhi,D4579,Fronx,1000000,4,34895,0,105.072,6156,1,0.95,20000.0,10752.0,10296.0,19841.302139147097,7296.825
2024-12-01,Delhi,D7269,Fronx,1000000,7,66163,1,106.88700000000001,17196,1,0.95,20000.0,6156.0,11368.0,19841.302139147097,14845.616666666667
2025-03-01,Delhi,D7254,Fronx,1100000,5,85585,1,110.209,20787,1,0.95,22000.0,17196.0,14713.0,19841.302139147097,21097.358333333334
2025-05-01,Delhi,D8830,Fronx,1100000,5,48880,0,110.726,9725,1,0.95,22000.0,20787.0,15902.666666666666,19841.302139147097,10930.441666666668
2025-10-01,Delhi,D8687,Fronx,1100000,17,170373,2,108.09700000000001,75902,1,0.95,22000.0,9725.0,35471.333333333336,19841.302139147097,63937.125
2025-11-01,Delhi,D9472,Fronx,900000,15,163362,2,110.47300000000001,42498,1,0.95,18000.0,75902.0,42708.333333333336,19841.302139147097,54204.825
2025-07-01,Hyderabad,D7238,Fronx,900000,5,48073,0,107.393,9377,1,0.95,18000.0,48807.0,25594.0,16958.444081538455,10621.016666666666
2025-08-01,Hyderabad,D7090,Fronx,900000,8,86035,1,109.75800000000001,21596,1,0.95,18000.0,9377.0,26593.333333333332,16958.444081538455,31573.466666666667
2024-01-01,Mumbai,D1137,Fronx,900000,9,68752,1,105.76500000000001,12943,1,0.95,18000.0,9764.0,9745.333333333334,19121.28769572952,11192.2
2024-07-01,Mumbai,D6971,Fronx,900000,6,41023,0,106.81,7153,1,0.95,18000.0,12943.0,9953.333333333334,19121.28769572952,7659.775
2024-08-01,Mumbai,D5164,Fronx,1000000,5,60699,1,107.64600000000002,12566,1,0.95,20000.0,7153.0,10887.333333333334,19121.28769572952,12115.15
2024-11-01,Mumbai,D5300,Fronx,1000000,16,198413,2,104.66500000000002,60398,1,0.95,20000.0,12566.0,26705.666666666668,19121.28769572952,58759.0
2025-04-01,Mumbai,D1760,Fronx,900000,2,60682,0,108.438,12903,1,0.95,18000.0,60398.0,28622.333333333332,19121.28769572952,15562.991666666667
2022-09-01,Bangalore,D5777,Grand Vitara,1300000,5,55169,0,99.506,8429,1,0.95,26000.0,10607.0,10077.666666666666,9153.48494234538,8877.866666666667
2022-11-01,Bangalore,D7677,Grand Vitara,1700000,13,114594,2,100.683,27991,1,0.95,34000.0,8429.0,15675.666666666666,9153.48494234538,27173.7
2023-05-01,Bangalore,D8240,Grand Vitara,1700000,3,61750,0,103.037,10768,1,0.95,34000.0,27991.0,15729.333333333334,9153.48494234538,11571.891666666666
2024-02-01,Bangalore,D2276,Grand Vitara,1300000,4,58937,0,106.568,10688,1,0.95,26000.0,10768.0,16482.333333333332,9153.48494234538,12129.266666666666
2024-06-01,Bangalore,D1055,Grand Vitara,1300000,2,38286,0,104.22500000000001,6468,1,0.95,26000.0,10688.0,9308.0,9153.48494234538,7333.958333333333
2024-07-01,Bangalore,D9717,Grand Vitara,1700000,3,35901,0,107.17300000000002,7127,1,0.95,34000.0,6468.0,8094.333333333333,9153.48494234538,6450.175
2024-09-01,Bangalore,D3125,Grand Vitara,1300000,3,55709,0,105.77600000000001,8828,1,0.95,26000.0,7127.0,7474.333333333333,9153.48494234538,7676.933333333333
2024-10-01,Bangalore,D1364,Grand Vitara,1700000,11,111055,2,106.52400000000002,26200,1,0.95,34000.0,8828.0,14051.666666666666,9153.48494234538,25989.466666666667
2024-11-01,Bangalore,D7809,Grand Vitara,1700000,14,117685,2,104.78600000000002,27746,1,0.95,34000.0,26200.0,20924.666666666668,9153.48494234538,31763.125
2025-08-01,Bangalore,D2531,Grand Vitara,1300000,8,67347,1,109.83500000000001,12892,1,0.95,26000.0,27746.0,22279.333333333332,9153.48494234538,14433.375
2025-10-01,Bangalore,D4345,Grand Vitara,1700000,9,111822,2,107.14000000000001,31124,1,0.95,34000.0,12892.0,23920.666666666668,9153.48494234538,35727.075
2022-07-01,Chennai,D6124,Grand Vitara,1500000,2,63328,0,97.471,9083,1,0.95,30000.0,7665.0,7569.666666666667,8466.256358466399,7360.525
2022-08-01,Chennai,D6585,Grand Vitara,1300000,9,62329,1,98.73600000000002,11295,1,0.95,26000.0,9083.0,9347.666666666666,8466.256358466399,10131.508333333333
2023-08-01,Chennai,D6240,Grand Vitara,1500000,11,74226,1,103.983,14915,1,0.95,30000.0,11295.0,11764.333333333334,8466.256358466399,13926.775
2023-10-01,Chennai,D3878,Grand Vitara,1500000,8,136154,2,100.81500000000001,36774,1,0.95,30000.0,14915.0,20994.666666666668,8466.256358466399,36471.71666666667
2024-01-01,Chennai,D5432,Grand Vitara,1300000,9,105249,1,105.721,19513,1,0.95,26000.0,36774.0,23734.0,8466.256358466399,24170.791666666668
2024-05-01,Chennai,D1638,Grand Vitara,1300000,2,59984,0,106.62300000000002,11883,1,0.95,26000.0,19513.0,22723.333333333332,8466.256358466399,12880.9
2025-03-01,Chennai,D2646,Grand Vitara,1700000,10,101112,1,108.27300000000001,18838,1,0.95,34000.0,11883.0,16744.666666666668,8466.256358466399,22447.308333333334
2025-06-01,Chennai,D7506,Grand Vitara,1500000,4,65732,0,108.174,10240,1,0.95,30000.0,18838.0,13653.666666666666,8466.256358466399,12457.675
2025-09-01,Chennai,D9172,Grand Vitara,1700000,3,46920,0,110.33000000000001,7575,1,0.95,34000.0,10240.0,12217.666666666666,8466.256358466399,8393.55
2026-01-01,Chennai,D7882,Grand Vitara,1300000,11,57967,1,111.52900000000001,9422,1,0.95,26000.0,7575.0,9079.0,8466.256358466399,9409.925
2022-10-01,Delhi,D4900,Grand Vitara,1500000,17,167468,2,97.16300000000001,43936,1,0.95,30000.0,9660.0,24601.666666666668,12463.729392079016,47317.25833333333
2022-12-01,Delhi,D7981,Grand Vitara,1700000,11,110631,1,100.331,20331,1,0.95,34000.0,43936.0,24642.333333333332,12463.729392079016,27831.4
2023-07-01,Delhi,D7190,Grand Vitara,1700000,3,38264,0,100.82600000000001,5549,1,0.95,34000.0,20331.0,23272.0,12463.729392079016,7914.666666666667
2023-09-01,Delhi,D7493,Grand Vitara,1300000,5,36721,0,101.981,5212,1,0.95,26000.0,5549.0,10364.0,12463.729392079016,7127.141666666666
2023-11-01,Delhi,D5143,Grand Vitara,1500000,15,100609,2,100.155,28644,1,0.95,30000.0,5212.0,13135.0,12463.729392079016,25121.483333333334
2024-03-01,Delhi,D6811,Grand Vitara,1300000,7,55656,1,107.31600000000002,11136,1,0.95,26000.0,28644.0,14997.333333333334,12463.729392079016,11994.608333333334
2024-04-01,Delhi,D1302,Grand Vitara,1300000,2,38984,0,103.752,6913,1,0.95,26000.0,11136.0,15564.333333333334,12463.729392079016,7748.875
2025-02-01,Delhi,D6122,Grand Vitara,1300000,5,65298,0,108.72400000000002,12484,1,0.95,26000.0,6913.0,10177.666666666666,12463.729392079016,11484.108333333334
2025-04-01,Delhi,D1918,Grand Vitara,1500000,3,53429,0,108.87800000000001,9212,1,0.95,30000.0,12484.0,9536.333333333334,12463.729392079016,8172.733333333334
2025-11-01,Delhi,D8673,Grand Vitara,1300000,13,126659,2,107.756,38095,1,0.95,26000.0,9212.0,19930.333333333332,12463.729392079016,36679.60833333333
2025-12-01,Delhi,D7949,Grand Vitara,1300000,8,90108,1,107.327,17500,1,0.95,26000.0,38095.0,21602.333333333332,12463.729392079016,22590.125
2023-12-01,Hyderabad,D4644,Grand Vitara,1300000,7,102130,1,102.56400000000001,23263,1,0.95,26000.0,8921.0,16753.666666666668,5702.040073517547,25375.641666666666
2024-08-01,Hyderabad,D9150,Grand Vitara,1500000,8,81552,1,107.00800000000001,17890,1,0.95,30000.0,23263.0,16691.333333333332,5702.040073517547,20815.166666666668
2025-01-01,Hyderabad,D6126,Grand Vitara,1500000,8,61138,1,110.31900000000002,11441,1,0.95,30000.0,17890.0,17531.333333333332,5702.040073517547,12783.358333333334
2025-05-01,Hyderabad,D3797,Grand Vitara,1500000,3,35772,0,110.34100000000001,7197,1,0.95,30000.0,11441.0,12176.0,5702.040073517547,7629.65
2025-07-01,Hyderabad,D6870,Grand Vitara,1700000,2,69905,0,107.47000000000001,13990,1,0.95,34000.0,7197.0,10876.0,5702.040073517547,12356.541666666666
2023-04-01,Mumbai,D3593,Grand Vitara,1500000,3,58495,0,104.43400000000001,10779,1,0.95,30000.0,19157.0,12145.666666666666,5285.362050039713,10912.258333333333
2024-12-01,Mumbai,D5621,Grand Vitara,1700000,7,64716,1,105.468,13251,1,0.95,34000.0,10779.0,14395.666666666666,5285.362050039713,13214.183333333332
2023-06-01,Bangalore,D1232,Ignis,700000,4,60158,0,103.785,3276,1,0.95,14000.0,13905.0,6938.0,4575.658352318588,4204.5
2023-11-01,Bangalore,D7738,Ignis,620000,17,150984,2,101.44200000000001,12859,1,0.95,12400.0,3276.0,10013.333333333334,4575.658352318588,15753.516666666666
2024-02-01,Bangalore,D6401,Ignis,700000,6,39074,0,104.742,2507,1,0.95,14000.0,12859.0,6214.0,4575.658352318588,2794.358333333333
2024-09-01,Bangalore,D6622,Ignis,700000,3,53312,0,104.54400000000001,3969,1,0.95,14000.0,2507.0,6445.0,4575.658352318588,3716.3083333333334
2025-01-01,Bangalore,D4735,Ignis,700000,8,91779,1,107.18400000000001,6402,1,0.95,14000.0,3969.0,4292.666666666667,4575.658352318588,6700.5
2026-01-01,Bangalore,D1117,Ignis,620000,6,77605,1,111.23200000000001,3191,1,0.95,12400.0,6402.0,4520.666666666667,4575.658352318588,4102.841666666666
2022-12-01,Chennai,D5632,Ignis,550000,9,89922,1,98.23,7200,1,0.95,11000.0,3372.0,4924.333333333333,3159.5501233787786,7118.25
2023-02-01,Chennai,D4596,Ignis,620000,4,61497,0,100.40800000000002,4340,1,0.95,12400.0,7200.0,4970.666666666667,3159.5501233787786,4085.9333333333334
2025-05-01,Chennai,D5324,Ignis,700000,5,45422,0,109.10900000000001,2663,1,0.95,14000.0,4340.0,4734.333333333333,3159.5501233787786,2872.325
2025-08-01,Chennai,D8489,Ignis,620000,7,101196,1,107.18400000000001,9262,1,0.95,12400.0,2663.0,5421.666666666667,3159.5501233787786,8520.641666666666
2025-10-01,Chennai,D9195,Ignis,620000,11,176774,2,106.88700000000001,11681,1,0.95,12400.0,9262.0,7868.666666666667,3159.5501233787786,16787.866666666665
2025-12-01,Chennai,D9837,Ignis,700000,9,76715,1,110.73700000000001,7440,1,0.95,14000.0,11681.0,9461.0,3159.5501233787786,7339.55
2023-01-01,Delhi,D7288,Ignis,620000,11,92913,1,103.12500000000001,6848,1,0.95,12400.0,3515.0,4381.666666666667,5031.361740486998,6957.783333333334
2023-05-01,Delhi,D9258,Ignis,550000,3,56526,0,101.101,3398,1,0.95,11000.0,6848.0,4587.0,5031.361740486998,3561.0916666666667
2023-08-01,Delhi,D5206,Ignis,620000,5,87846,1,102.927,6349,1,0.95,12400.0,3398.0,5531.666666666667,5031.361740486998,6688.941666666667
2024-06-01,Delhi,D2460,Ignis,550000,2,62003,0,106.766,4248,1,0.95,11000.0,6349.0,4665.0,5031.361740486998,4085.733333333333
2024-07-01,Delhi,D2733,Ignis,620000,6,64406,0,106.86500000000001,4481,1,0.95,12400.0,4248.0,5026.0,5031.361740486998,4456.416666666667
2024-08-01,Delhi,D2605,Ignis,620000,11,104823,1,106.32600000000001,8013,1,0.95,12400.0,4481.0,5580.666666666667,5031.361740486998,8202.966666666667
2025-03-01,Delhi,D3590,Ignis,700000,8,62411,1,108.72400000000002,4075,1,0.95,14000.0,8013.0,5523.0,5031.361740486998,4413.616666666667
2025-07-01,Delhi,D1005,Ignis,550000,2,35693,0,111.001,2467,1,0.95,11000.0,4075.0,4851.666666666667,5031.361740486998,2725.5666666666666
2025-11-01,Delhi,D6966,Ignis,700000,17,176410,2,109.956,20262,1,0.95,14000.0,2467.0,8934.666666666666,5031.361740486998,18758.616666666665
2022-07-01,Hyderabad,D2976,Ignis,700000,4,48268,0,98.879,3037,1,0.95,14000.0,4803.0,3629.0,4872.927365671595,2969.258333333333
2022-08-01,Hyderabad,D2296,Ignis,700000,11,110545,1,101.11200000000001,6647,1,0.95,14000.0,3037.0,4829.0,4872.927365671595,9014.933333333332
2022-10-01,Hyderabad,D8641,Ignis,550000,15,172822,2,97.36100000000002,17917,1,0.95,11000.0,6647.0,9200.333333333334,4872.927365671595,16719.6
2023-03-01,Hyderabad,D7168,Ignis,550000,8,105677,1,100.87,8846,1,0.95,11000.0,17917.0,11136.666666666666,4872.927365671595,10087.4
2023-04-01,Hyderabad,D8561,Ignis,620000,3,66618,0,103.86200000000001,4474,1,0.95,12400.0,8846.0,10412.333333333334,4872.927365671595,7476.775
2024-10-01,Hyderabad,D7767,Ignis,620000,15,123108,2,107.393,12172,1,0.95,12400.0,4474.0,8497.333333333334,4872.927365671595,13935.008333333333
2025-04-01,Hyderabad,D2063,Ignis,620000,5,67285,0,110.506,5217,1,0.95,12400.0,12172.0,7287.666666666667,4872.927365671595,5522.191666666667
2025-09-01,Hyderabad,D9659,Ignis,700000,2,44818,0,108.55900000000001,2680,1,0.95,14000.0,5217.0,6689.666666666667,4872.927365671595,2953.391666666667
2023-10-01,Mumbai,D7891,Ignis,550000,10,141588,2,102.355,15449,1,0.95,11000.0,3636.0,7590.333333333333,4410.0418562914365,14758.616666666667
2023-12-01,Mumbai,D3472,Ignis,700000,7,100331,1,101.035,8835,1,0.95,14000.0,15449.0,9306.666666666666,4410.0418562914365,8803.666666666666
2024-01-01,Mumbai,D3739,Ignis,620000,7,78141,1,103.543,4747,1,0.95,12400.0,8835.0,9677.0,4410.0418562914365,6755.208333333333
2024-03-01,Mumbai,D2761,Ignis,550000,9,56406,1,106.27100000000002,3602,1,0.95,11000.0,4747.0,5728.0,4410.0418562914365,3800.1583333333333
2024-04-01,Mumbai,D1876,Ignis,700000,2,61823,0,107.525,3591,1,0.95,14000.0,3602.0,3980.0,4410.0418562914365,3713.4166666666665
2024-05-01,Mumbai,D4812,Ignis,620000,5,53291,0,107.22800000000001,3066,1,0.95,12400.0,3591.0,3419.6666666666665,4410.0418562914365,3194.85
2024-11-01,Mumbai,D7986,Ignis,700000,11,146918,2,106.34800000000001,14252,1,0.95,14000.0,3066.0,6969.666666666667,4410.0418562914365,15262.258333333333
2024-12-01,Mumbai,D4517,Ignis,550000,9,84171,1,105.864,8019,1,0.95,11000.0,14252.0,8445.666666666666,4410.0418562914365,7460.525
2025-02-01,Mumbai,D9434,Ignis,550000,5,33292,0,108.66900000000001,2576,1,0.95,11000.0,8019.0,8282.333333333334,4410.0418562914365,4355.375
2025-06-01,Mumbai,D6342,Ignis,700000,3,62371,0,108.372,4764,1,0.95,14000.0,2576.0,5119.666666666667,4410.0418562914365,4422.108333333334
2024-01-01,Bangalore,D6287,Swift,880000,9,79300,1,103.60900000000001,31535,1,0.95,17600.0,31234.0,24675.333333333332,9136.759562339374,31577.9
2024-07-01,Bangalore,D2994,Swift,650000,5,58411,0,104.214,20904,1,0.95,13000.0,31535.0,27891.0,9136.759562339374,19917.191666666666
2024-09-01,Bangalore,D8984,Swift,650000,2,51223,0,104.456,15583,1,0.95,13000.0,20904.0,22674.0,9136.759562339374,15211.216666666667
2023-02-01,Chennai,D2917,Swift,650000,6,54817,0,103.19100000000002,16525,1,0.95,13000.0,34157.0,26650.666666666668,20995.407551775497,19282.866666666665
2023-06-01,Chennai,D4744,Swift,800000,3,30671,0,100.155,10288,1,0.95,16000.0,16525.0,20323.333333333332,20995.407551775497,10471.0
2023-07-01,Chennai,D1009,Swift,800000,5,30163,0,102.168,9778,1,0.95,16000.0,10288.0,12197.0,20995.407551775497,9233.516666666666
2023-08-01,Chennai,D1260,Swift,880000,10,91424,1,101.431,31121,1,0.95,17600.0,9778.0,17062.333333333332,20995.407551775497,28867.583333333332
2023-10-01,Chennai,D3219,Swift,800000,9,90634,2,101.409,43221,1,0.95,16000.0,31121.0,28040.0,20995.407551775497,40449.916666666664
2023-12-01,Chennai,D3060,Swift,650000,9,72420,1,103.367,31794,1,0.95,13000.0,43221.0,35378.666666666664,20995.407551775497,33323.38333333333
2024-02-01,Chennai,D2619,Swift,650000,6,54345,0,107.37100000000001,20391,1,0.95,13000.0,31794.0,31802.0,20995.407551775497,19564.566666666666
2024-05-01,Chennai,D3832,Swift,650000,6,55121,0,106.00700000000002,19580,1,0.95,13000.0,20391.0,23921.666666666668,20995.407551775497,19196.008333333335
2024-10-01,Chennai,D2604,Swift,720000,16,152930,2,106.89800000000001,88149,1,0.95,14400.0,19580.0,42706.666666666664,20995.407551775497,67122.85833333334
2025-05-01,Chennai,D9162,Swift,720000,2,62784,0,110.36300000000001,20361,1,0.95,14400.0,88149.0,42696.666666666664,20995.407551775497,20174.266666666666
2023-04-01,Delhi,D7988,Swift,880000,2,46052,0,100.52900000000001,13919,1,0.95,17600.0,94524.0,41262.0,26820.58972932123,12849.55
2024-08-01,Delhi,D4490,Swift,880000,6,83361,1,103.752,30156,1,0.95,17600.0,13919.0,46199.666666666664,26820.58972932123,35090.541666666664
2025-04-01,Delhi,D3635,Swift,720000,6,60911,0,106.97500000000001,21615,1,0.95,14400.0,30156.0,21896.666666666668,26820.58972932123,20015.491666666665
2025-07-01,Delhi,D6415,Swift,800000,5,63160,0,107.206,19695,1,0.95,16000.0,21615.0,23822.0,26820.58972932123,19147.95
2025-10-01,Delhi,D6468,Swift,650000,17,86172,2,109.64800000000001,49322,1,0.95,13000.0,19695.0,30210.666666666668,26820.58972932123,47304.90833333333
2025-12-01,Delhi,D7413,Swift,880000,10,70281,1,110.572,30214,1,0.95,17600.0,49322.0,33077.0,26820.58972932123,29751.383333333335
2023-05-01,Hyderabad,D3026,Swift,720000,4,65153,0,101.167,20358,1,0.95,14400.0,36757.0,25218.0,10165.152796578011,20380.391666666666
2023-09-01,Hyderabad,D7038,Swift,800000,3,34795,0,102.72900000000001,11974,1,0.95,16000.0,20358.0,23029.666666666668,10165.152796578011,11374.958333333334
2023-11-01,Hyderabad,D8041,Swift,880000,14,84798,2,101.42000000000002,41930,1,0.95,17600.0,11974.0,24754.0,10165.152796578011,39487.15
2024-03-01,Hyderabad,D9512,Swift,720000,5,60749,1,107.15100000000001,22702,1,0.95,14400.0,41930.0,25535.333333333332,10165.152796578011,19962.316666666666
2025-01-01,Hyderabad,D9567,Swift,720000,6,76035,1,111.07800000000002,29506,1,0.95,14400.0,22702.0,31379.333333333332,10165.152796578011,30919.416666666668
2025-03-01,Hyderabad,D6256,Swift,800000,9,69877,1,108.99900000000001,30117,1,0.95,16000.0,29506.0,27441.666666666668,10165.152796578011,29741.525
2025-06-01,Hyderabad,D3560,Swift,720000,5,33191,0,109.34000000000002,12013,1,0.95,14400.0,30117.0,23878.666666666668,10165.152796578011,11558.025
2026-01-01,Hyderabad,D7941,Swift,880000,10,78671,1,112.51900000000002,32468,1,0.95,17600.0,12013.0,24866.0,10165.152796578011,32894.808333333334
2022-06-01,Mumbai,D7469,Swift,800000,3,36548,0,96.877,10393,1,0.95,16000.0,46086.0,23620.666666666668,18158.746494836483,10680.925
2022-08-01,Mumbai,D1224,Swift,800000,7,73177,1,100.001,30094,1,0.95,16000.0,10393.0,28857.666666666668,18158.746494836483,30731.408333333333
2022-09-01,Mumbai,D5208,Swift,880000,3,54022,0,98.14200000000001,17650,1,0.95,17600.0,30094.0,19379.0,18158.746494836483,17569.591666666667
2022-12-01,Mumbai,D7233,Swift,720000,9,110428,1,100.639,55255,1,0.95,14400.0,17650.0,34333.0,18158.746494836483,50726.875
2024-04-01,Mumbai,D2342,Swift,650000,5,68595,0,106.33700000000002,23884,1,0.95,13000.0,55255.0,32263.0,18158.746494836483,24425.066666666666
2024-06-01,Mumbai,D3824,Swift,720000,2,67487,0,107.327,20399,1,0.95,14400.0,23884.0,33179.333333333336,18158.746494836483,20956.933333333334
2024-11-01,Mumbai,D1235,Swift,880000,16,94056,2,103.554,57034,1,0.95,17600.0,20399.0,33772.333333333336,18158.746494836483,47904.4
2024-12-01,Mumbai,D2908,Swift,720000,8,78380,1,105.96300000000001,39107,1,0.95,14400.0,57034.0,38846.666666666664,18158.746494836483,36619.458333333336
2025-02-01,Mumbai,D4530,Swift,800000,4,60620,0,110.46200000000002,19380,1,0.95,16000.0,39107.0,38507.0,18158.746494836483,19428.975
2025-08-01,Mumbai,D4391,Swift,800000,9,114641,1,107.11800000000001,51001,1,0.95,16000.0,19380.0,36496.0,18158.746494836483,52201.475
2025-09-01,Mumbai,D6951,Swift,650000,4,33631,0,110.70400000000001,11342,1,0.95,13000.0,51001.0,27241.0,18158.746494836483,11382.333333333334
2025-11-01,Mumbai,D9007,Swift,720000,10,122080,2,110.352,59196,1,0.95,14400.0,11342.0,40513.0,18158.746494836483,56967.958333333336
2024-09-01,Bangalore,D6408,WagonR,600000,6,58138,0,105.52300000000001,16052,1,0.95,12000.0,20352.0,16074.333333333334,12084.023365584824,16357.05
2025-06-01,Bangalore,D3243,WagonR,600000,4,65144,0,106.86500000000001,23556,1,0.95,12000.0,16052.0,19986.666666666668,12084.023365584824,21004.475
2025-10-01,Bangalore,D7028,WagonR,680000,10,86979,2,109.21900000000002,43087,1,0.95,13600.0,23556.0,27565.0,12084.023365584824,41544.708333333336
2023-04-01,Chennai,D3190,WagonR,600000,4,34940,0,101.79400000000001,9768,1,0.95,12000.0,24187.0,14758.333333333334,19116.37651334583,10145.058333333332
2023-06-01,Chennai,D3192,WagonR,750000,6,66224,0,102.971,22377,1,0.95,15000.0,9768.0,18777.333333333332,19116.37651334583,20902.308333333334
2023-10-01,Chennai,D4687,WagonR,600000,8,181015,2,102.33300000000001,76285,1,0.95,12000.0,22377.0,36143.333333333336,19116.37651334583,69152.73333333334
2024-04-01,Chennai,D9135,WagonR,680000,6,39866,0,103.59800000000001,11407,1,0.95,13600.0,76285.0,36689.666666666664,19116.37651334583,11760.558333333332
2024-06-01,Chennai,D8667,WagonR,600000,3,68098,0,104.62100000000001,21782,1,0.95,12000.0,11407.0,36491.333333333336,19116.37651334583,22455.083333333332
2025-02-01,Chennai,D2120,WagonR,600000,4,58270,0,108.977,18893,1,0.95,12000.0,21782.0,17360.666666666668,19116.37651334583,18647.325
2025-05-01,Chennai,D6373,WagonR,680000,6,47630,0,107.668,16227,1,0.95,13600.0,18893.0,18967.333333333332,19116.37651334583,15292.325
2025-07-01,Chennai,D3645,WagonR,600000,6,61182,0,107.17300000000002,19879,1,0.95,12000.0,16227.0,18333.0,19116.37651334583,19684.15
2025-08-01,Chennai,D5612,WagonR,600000,5,100979,1,108.19600000000001,43973,1,0.95,12000.0,19879.0,26693.0,19116.37651334583,41197.75
2025-11-01,Chennai,D8326,WagonR,750000,17,106189,2,108.95500000000001,41156,1,0.95,15000.0,43973.0,35002.666666666664,19116.37651334583,44022.475
2023-03-01,Delhi,D5670,WagonR,680000,5,91991,1,100.56200000000001,31306,1,0.95,13600.0,46326.0,31195.333333333332,21467.051569123985,37670.99166666667
2023-11-01,Delhi,D5018,WagonR,750000,15,156816,2,102.89400000000002,82915,1,0.95,15000.0,31306.0,53515.666666666664,21467.051569123985,67266.0
2024-11-01,Delhi,D1922,WagonR,750000,17,109956,2,106.084,52820,1,0.95,15000.0,82915.0,55680.333333333336,21467.051569123985,47567.975
2025-04-01,Delhi,D3336,WagonR,750000,6,53888,0,106.733,17288,1,0.95,15000.0,52820.0,51007.666666666664,21467.051569123985,18349.233333333334
2025-12-01,Delhi,D7371,WagonR,750000,8,92600,1,107.98700000000001,40821,1,0.95,15000.0,17288.0,36976.333333333336,21467.051569123985,41142.4
2026-01-01,Delhi,D7359,WagonR,680000,9,109560,1,114.10300000000001,36608,1,0.95,13600.0,40821.0,31572.333333333332,21467.051569123985,38686.64166666667
2022-04-01,Hyderabad,D1077,WagonR,680000,5,53253,0,98.714,13884,1,0.95,13600.0,23741.0,23645.0,12755.800798068303,15035.783333333333
2022-05-01,Hyderabad,D8577,WagonR,600000,2,53472,0,100.21000000000001,13703,1,0.95,12000.0,13884.0,17109.333333333332,12755.800798068303,14368.983333333334
2022-10-01,Hyderabad,D7943,WagonR,600000,8,127684,2,99.58300000000001,53724,1,0.95,12000.0,13703.0,27103.666666666668,12755.800798068303,52915.84166666667
2022-12-01,Hyderabad,D7565,WagonR,750000,10,113936,1,99.891,49262,1,0.95,15000.0,53724.0,38896.333333333336,12755.800798068303,47789.15833333333
2023-02-01,Hyderabad,D6142,WagonR,680000,5,56724,0,102.355,15366,1,0.95,13600.0,49262.0,39450.666666666664,12755.800798068303,18284.366666666665
2023-05-01,Hyderabad,D3712,WagonR,750000,6,58758,0,102.245,20518,1,0.95,15000.0,15366.0,28382.0,12755.800798068303,19429.8
2023-09-01,Hyderabad,D2997,WagonR,680000,2,54034,0,103.367,18458,1,0.95,13600.0,20518.0,18114.0,12755.800798068303,18357.675
2023-12-01,Hyderabad,D2970,WagonR,600000,8,66531,1,100.40800000000002,28051,1,0.95,12000.0,18458.0,22342.333333333332,12755.800798068303,23851.308333333334
2024-03-01,Hyderabad,D2202,WagonR,680000,7,98355,1,105.47900000000001,33888,1,0.95,13600.0,28051.0,26799.0,12755.800798068303,38307.09166666667
2024-12-01,Hyderabad,D1419,WagonR,600000,9,55439,1,104.63200000000002,23312,1,0.95,12000.0,33888.0,28417.0,12755.800798068303,21843.666666666668
2025-01-01,Hyderabad,D3204,WagonR,750000,5,97241,1,107.61300000000001,33143,1,0.95,15000.0,23312.0,30114.333333333332,12755.800798068303,38213.39166666667
2023-08-01,Mumbai,D5033,WagonR,600000,9,78082,1,102.74000000000001,29391,1,0.95,12000.0,12193.0,22365.666666666668,23003.61043520224,30292.066666666666
2024-01-01,Mumbai,D9389,WagonR,680000,8,94857,1,104.522,37480,1,0.95,13600.0,29391.0,26354.666666666668,23003.61043520224,39623.566666666666
2024-02-01,Mumbai,D6765,WagonR,680000,5,40142,0,104.995,14598,1,0.95,13600.0,37480.0,27156.333333333332,23003.61043520224,13224.325
