Date,City,Dealer_ID,Car_Model,Price,Discount,Marketing_Spend,Festival,Fuel_Price,Units_Sold,Lead_Time,Service_Level,Holding_Cost_Per_Unit,Previous_Month_Sales,Rolling_3M_Avg,Demand_Std_Dev,Forecasted_Demand,Safety_Stock,Reorder_Point,Inventory_Gap,Holding_Cost_Impact,Risk_Alert,Profit_Per_Unit,Lost_Profit,Blocked_Capital
2023-05-01,Delhi,D2353,Dzire,820000,2,67384,0,94.49,17559,1,0.95,16400.0,24126.0,18831.333333333332,4627.916669131864,18210.308333333334,7636.062504067576,25846.37083740091,8287.370837400911,135912881.73337495,Excess Inventory Risk,65600.0,0.0,6795644086.668747
2023-09-01,Delhi,D1667,Dzire,900000,3,36295,0,92.83,8612,1,0.95,18000.0,17559.0,16765.666666666668,4627.916669131864,9120.366666666669,7636.062504067576,16756.429170734245,8144.429170734245,146599725.0732164,Excess Inventory Risk,72000.0,0.0,7329986253.660821
2024-03-01,Delhi,D1539,Dzire,820000,8,57227,1,95.75,18572,1,0.95,16400.0,8612.0,14914.333333333334,4627.916669131864,18071.183333333334,7636.062504067576,25707.24583740091,7135.245837400911,117018031.73337494,Excess Inventory Risk,65600.0,0.0,5850901586.668747
2025-07-01,Delhi,D8026,Dzire,900000,3,46014,0,98.09,14931,1,0.95,18000.0,18572.0,14038.333333333334,4627.916669131864,13312.85,7636.062504067576,20948.912504067575,6017.912504067575,108322425.07321636,Excess Inventory Risk,72000.0,0.0,5416121253.660818
2023-06-01,Hyderabad,D6063,Dzire,750000,3,46393,0,94.37,13048,1,0.95,15000.0,16402.0,17978.0,19026.859814961103,13308.208333333334,31394.31869468582,44702.527028019154,31654.527028019154,474817905.4202873,Excess Inventory Risk,60000.0,0.0,23740895271.014366
2024-01-01,Hyderabad,D3745,Dzire,820000,10,105826,1,96.91,28815,1,0.95,16400.0,13048.0,19421.666666666668,19026.859814961103,30120.766666666663,31394.31869468582,61515.08536135248,32700.08536135248,536281399.9261807,Excess Inventory Risk,65600.0,0.0,26814069996.309036
2024-05-01,Hyderabad,D5835,Dzire,900000,4,66041,0,97.06,18727,1,0.95,18000.0,28815.0,20196.666666666668,19026.859814961103,19031.5,31394.31869468582,50425.81869468582,31698.81869468582,570578736.5043447,Excess Inventory Risk,72000.0,0.0,28528936825.217236
2024-07-01,Hyderabad,D7042,Dzire,820000,5,30145,0,96.44,8861,1,0.95,16400.0,18727.0,18801.0,19026.859814961103,9411.225,31394.31869468582,40805.54369468582,31944.543694685817,523890516.5928474,Excess Inventory Risk,65600.0,0.0,26194525829.64237
2024-08-01,Hyderabad,D8102,Dzire,750000,9,115481,1,94.54,31985,1,0.95,15000.0,8861.0,19857.666666666668,19026.859814961103,32227.175,31394.31869468582,63621.49369468582,31636.49369468582,474547405.4202873,Excess Inventory Risk,60000.0,0.0,23727370271.014366
2024-10-01,Hyderabad,D6320,Dzire,900000,14,187958,2,96.63,78092,1,0.95,18000.0,31985.0,39646.0,19026.859814961103,78887.96666666666,31394.31869468582,110282.28536135248,32190.28536135248,579425136.5043446,Excess Inventory Risk,72000.0,0.0,28971256825.21723
2024-12-01,Hyderabad,D8891,Dzire,820000,10,76160,1,94.28,24907,1,0.95,16400.0,78092.0,44994.666666666664,19026.859814961103,27123.9,31394.31869468582,58518.21869468582,33611.21869468582,551223986.5928475,Excess Inventory Risk,65600.0,0.0,27561199329.642372
2025-06-01,Hyderabad,D6713,Dzire,750000,3,32852,0,98.0,10201,1,0.95,15000.0,24907.0,37733.333333333336,19026.859814961103,11556.241666666669,31394.31869468582,42950.56036135249,32749.560361352487,491243405.4202873,Excess Inventory Risk,60000.0,0.0,24562170271.014366
2025-08-01,Hyderabad,D1255,Dzire,750000,9,83755,1,100.04,27962,1,0.95,15000.0,10201.0,21023.333333333332,19026.859814961103,28423.358333333337,31394.31869468582,59817.677028019156,31855.677028019156,477835155.4202873,Excess Inventory Risk,60000.0,0.0,23891757771.014366
2023-07-01,Mumbai,D9549,Dzire,900000,2,40617,0,91.74,11462,1,0.95,18000.0,15389.0,18094.333333333332,32776.61211755666,11425.258333333331,54081.40999396848,65506.66832730181,54044.66832730181,972804029.8914326,Excess Inventory Risk,72000.0,0.0,48640201494.57163
2023-10-01,Mumbai,D5468,Dzire,900000,15,199503,2,92.93,86148,1,0.95,18000.0,11462.0,37666.333333333336,32776.61211755666,75324.675,54081.40999396848,129406.08499396848,43258.084993968485,778645529.8914328,Excess Inventory Risk,72000.0,0.0,38932276494.57164
2023-11-01,Mumbai,D7819,Dzire,750000,9,195760,2,91.53,78280,1,0.95,15000.0,86148.0,58630.0,32776.61211755666,78712.01666666666,54081.40999396848,132793.42666063516,54513.42666063516,817701399.9095274,Excess Inventory Risk,60000.0,0.0,40885069995.47637
2025-04-01,Mumbai,D8714,Dzire,750000,3,44996,0,97.99,14841,1,0.95,15000.0,78280.0,59756.333333333336,32776.61211755666,14148.791666666666,54081.40999396848,68230.20166063515,53389.20166063515,800838024.9095273,Excess Inventory Risk,60000.0,0.0,40041901245.476364
2025-05-01,Mumbai,D4324,Dzire,900000,3,41695,0,100.63,11457,1,0.95,18000.0,14841.0,34859.333333333336,32776.61211755666,12082.733333333334,54081.40999396848,66164.14332730182,54707.14332730182,984728579.8914328,Excess Inventory Risk,72000.0,0.0,49236428994.57164
2023-01-01,Bangalore,D5000,Ertiga,1250000,8,101501,1,91.21,28807,1,0.95,25000.0,23564.0,22937.0,11353.51919793056,28157.925,18733.306676585424,46891.23167658542,18084.23167658542,452105791.9146355,Excess Inventory Risk,100000.0,0.0,22605289595.731773
2023-02-01,Bangalore,D2633,Ertiga,1100000,5,68467,0,92.68,14722,1,0.95,22000.0,28807.0,22364.333333333332,11353.51919793056,20972.975,18733.306676585424,39706.28167658542,24984.281676585422,549654196.8848792,Excess Inventory Risk,88000.0,0.0,27482709844.243965
2023-06-01,Bangalore,D1404,Ertiga,1250000,4,61007,0,92.03,14742,1,0.95,25000.0,14722.0,19423.666666666668,11353.51919793056,14548.866666666669,18733.306676585424,33282.17334325209,18540.173343252092,463504333.5813023,Excess Inventory Risk,100000.0,0.0,23175216679.065117
2023-09-01,Bangalore,D6989,Ertiga,1250000,4,42323,0,93.26,9992,1,0.95,25000.0,14742.0,13152.0,11353.51919793056,10472.683333333332,18733.306676585424,29205.990009918758,19213.990009918758,480349750.247969,Excess Inventory Risk,100000.0,0.0,24017487512.39845
2024-06-01,Bangalore,D6997,Ertiga,1250000,6,32472,0,97.4,7238,1,0.95,25000.0,9992.0,10657.333333333334,11353.51919793056,7163.65,18733.306676585424,25896.956676585425,18658.956676585425,466473916.91463566,Excess Inventory Risk,100000.0,0.0,23323695845.73178
2024-11-01,Bangalore,D6565,Ertiga,1400000,9,90756,2,96.89,33329,1,0.95,28000.0,7238.0,16853.0,11353.51919793056,29655.0,18733.306676585424,48388.306676585424,15059.306676585424,421660586.94439185,Excess Inventory Risk,112000.0,0.0,21083029347.219593
2025-07-01,Bangalore,D5363,Ertiga,1100000,6,38533,0,100.78,9215,1,0.95,22000.0,33329.0,16594.0,11353.51919793056,9609.458333333334,18733.306676585424,28342.76500991876,19127.76500991876,420810830.2182127,Excess Inventory Risk,88000.0,0.0,21040541510.910637
2026-01-01,Bangalore,D7544,Ertiga,1250000,7,103363,1,102.18,41089,1,0.95,25000.0,9215.0,27877.666666666668,11353.51919793056,30073.833333333332,18733.306676585424,48807.14000991876,7718.1400099187595,192953500.24796897,Excess Inventory Risk,100000.0,0.0,9647675012.398449
2023-08-01,Chennai,D3000,Ertiga,1100000,10,89532,1,91.79,20000,1,0.95,22000.0,53728.0,30881.0,21357.69109386853,22360.741666666665,35240.19030488307,57600.93197154974,37600.93197154974,827220503.3740942,Excess Inventory Risk,88000.0,0.0,41361025168.70471
2023-11-01,Chennai,D8190,Ertiga,1400000,12,192356,2,94.89,58372,1,0.95,28000.0,20000.0,44033.333333333336,21357.69109386853,88263.475,35240.19030488307,123503.66530488308,65131.66530488308,1823686628.5367262,Excess Inventory Risk,112000.0,0.0,91184331426.8363
2024-03-01,Chennai,D5178,Ertiga,1250000,6,104624,1,94.6,30971,1,0.95,25000.0,58372.0,36447.666666666664,21357.69109386853,31077.566666666666,35240.19030488307,66317.75697154974,35346.75697154974,883668924.2887435,Excess Inventory Risk,100000.0,0.0,44183446214.43717
2024-04-01,Chennai,D8245,Ertiga,1400000,5,40106,0,94.9,10140,1,0.95,28000.0,30971.0,33161.0,21357.69109386853,10225.625,35240.19030488307,45465.81530488307,35325.81530488307,989122828.536726,Excess Inventory Risk,112000.0,0.0,49456141426.8363
2025-03-01,Chennai,D8239,Ertiga,1400000,8,64484,1,97.33,18673,1,0.95,28000.0,10140.0,19928.0,21357.69109386853,17394.658333333333,35240.19030488307,52634.848638216405,33961.848638216405,950931761.8700594,Excess Inventory Risk,112000.0,0.0,47546588093.50297
2025-10-01,Chennai,D9580,Ertiga,1400000,9,138576,2,98.85,69906,1,0.95,28000.0,18673.0,32906.333333333336,21357.69109386853,59333.025,35240.19030488307,94573.21530488308,24667.21530488308,690682028.5367262,Excess Inventory Risk,112000.0,0.0,34534101426.83631
2025-12-01,Chennai,D5858,Ertiga,1400000,11,59686,1,99.6,22128,1,0.95,28000.0,69906.0,36902.333333333336,21357.69109386853,17185.716666666667,35240.19030488307,52425.90697154974,30297.90697154974,848341395.2033927,Excess Inventory Risk,112000.0,0.0,42417069760.16963
2022-06-01,Delhi,D9415,Ertiga,1250000,3,62117,0,89.39,15282,1,0.95,25000.0,10830.0,11096.0,19485.26976258189,13134.15,32150.69510826012,45284.84510826012,30002.845108260117,750071127.7065029,Excess Inventory Risk,100000.0,0.0,37503556385.32515
2022-07-01,Delhi,D8449,Ertiga,1400000,5,53164,0,91.6,11272,1,0.95,28000.0,15282.0,12461.333333333334,19485.26976258189,11271.283333333333,32150.69510826012,43421.978441593455,32149.978441593455,900199396.3646168,Excess Inventory Risk,112000.0,0.0,45009969818.230835
2022-09-01,Delhi,D4925,Ertiga,1400000,4,62496,0,90.66,15472,1,0.95,28000.0,11272.0,14008.666666666666,19485.26976258189,14715.833333333334,32150.69510826012,46866.52844159345,31394.52844159345,879046796.3646166,Excess Inventory Risk,112000.0,0.0,43952339818.230835
2022-12-01,Delhi,D5784,Ertiga,1250000,10,79371,1,91.75,23471,1,0.95,25000.0,15472.0,16738.333333333332,19485.26976258189,22736.083333333332,32150.69510826012,54886.77844159345,31415.77844159345,785394461.0398363,Excess Inventory Risk,100000.0,0.0,39269723051.99181
2023-03-01,Delhi,D8266,Ertiga,1250000,9,67625,1,92.04,15588,1,0.95,25000.0,23471.0,18177.0,19485.26976258189,15415.025,32150.69510826012,47565.72010826012,31977.720108260117,799443002.7065029,Excess Inventory Risk,100000.0,0.0,39972150135.32515
2023-05-01,Delhi,D1384,Ertiga,1400000,6,40793,0,94.93,10464,1,0.95,28000.0,15588.0,16507.666666666668,19485.26976258189,10343.566666666668,32150.69510826012,42494.26177492679,32030.26177492679,896847329.6979501,Excess Inventory Risk,112000.0,0.0,44842366484.89751
2023-10-01,Delhi,D2460,Ertiga,1250000,16,191335,2,92.86,77094,1,0.95,25000.0,10464.0,34382.0,19485.26976258189,75741.08333333333,32150.69510826012,107891.77844159344,30797.778441593444,769944461.039836,Excess Inventory Risk,100000.0,0.0,38497223051.991806
2023-12-01,Delhi,D8140,Ertiga,1250000,7,64210,1,93.43,20243,1,0.95,25000.0,77094.0,35933.666666666664,19485.26976258189,19088.4,32150.69510826012,51239.095108260124,30996.095108260124,774902377.7065032,Excess Inventory Risk,100000.0,0.0,38745118885.32516
2024-01-01,Delhi,D4636,Ertiga,1400000,7,66456,1,95.4,20227,1,0.95,28000.0,20243.0,39188.0,19485.26976258189,16075.475,32150.69510826012,48226.17010826012,27999.17010826012,783976763.0312834,Excess Inventory Risk,112000.0,0.0,39198838151.56417
2024-07-01,Delhi,D3048,Ertiga,1100000,4,36704,0,96.24,9589,1,0.95,22000.0,20227.0,16686.333333333332,19485.26976258189,9526.591666666667,32150.69510826012,41677.28677492679,32088.28677492679,705942309.0483894,Excess Inventory Risk,88000.0,0.0,35297115452.41947
2024-09-01,Delhi,D1716,Ertiga,1100000,2,33713,0,94.46,9002,1,0.95,22000.0,9589.0,12939.333333333334,19485.26976258189,8672.858333333334,32150.69510826012,40823.55344159345,31821.553441593453,700074175.715056,Excess Inventory Risk,88000.0,0.0,35003708785.7528
2024-10-01,Delhi,D8939,Ertiga,1100000,15,150587,2,97.44,61775,1,0.95,22000.0,9002.0,26788.666666666668,19485.26976258189,56013.84166666667,32150.69510826012,88164.53677492679,26389.53677492679,580569809.0483894,Excess Inventory Risk,88000.0,0.0,29028490452.419468
2024-12-01,Delhi,D5544,Ertiga,1100000,11,118011,1,94.27,37328,1,0.95,22000.0,61775.0,36035.0,19485.26976258189,38972.15,32150.69510826012,71122.84510826012,33794.845108260124,743486592.3817227,Excess Inventory Risk,88000.0,0.0,37174329619.086136
2025-05-01,Delhi,D9865,Ertiga,1250000,2,38258,0,98.94,10746,1,0.95,25000.0,37328.0,36616.333333333336,19485.26976258189,10597.191666666668,32150.69510826012,42747.88677492679,32001.88677492679,800047169.3731697,Excess Inventory Risk,100000.0,0.0,40002358468.658485
2025-06-01,Delhi,D1770,Ertiga,1250000,6,65196,0,97.66,15410,1,0.95,25000.0,10746.0,21161.333333333332,19485.26976258189,15676.983333333334,32150.69510826012,47827.67844159345,32417.678441593453,810441961.0398363,Excess Inventory Risk,100000.0,0.0,40522098051.99181
2024-08-01,Hyderabad,D5780,Ertiga,1250000,5,114315,1,96.09,35243,1,0.95,25000.0,14739.0,31506.333333333332,14321.145669952526,35952.3,23629.890355421667,59582.19035542167,24339.19035542167,608479758.8855418,Excess Inventory Risk,100000.0,0.0,30423987944.27709
2025-04-01,Hyderabad,D1249,Ertiga,1250000,2,64503,0,98.83,17660,1,0.95,25000.0,35243.0,22547.333333333332,14321.145669952526,14808.75,23629.890355421667,38438.64035542167,20778.640355421667,519466008.8855417,Excess Inventory Risk,100000.0,0.0,25973300444.277084
2025-09-01,Hyderabad,D9427,Ertiga,1250000,4,49201,0,99.68,11778,1,0.95,25000.0,17660.0,21560.333333333332,14321.145669952526,11779.833333333334,23629.890355421667,35409.723688755,23631.723688755003,590793092.218875,Excess Inventory Risk,100000.0,0.0,29539654610.943752
2024-02-01,Mumbai,D5809,Ertiga,1100000,2,61367,0,94.46,15826,1,0.95,22000.0,12954.0,13798.333333333334,23650.83877099137,14802.75,39023.88397213576,53826.63397213576,38000.63397213576,836013947.3869867,Excess Inventory Risk,88000.0,0.0,41800697369.349335
2024-05-01,Mumbai,D7600,Ertiga,1100000,3,67957,0,95.0,15609,1,0.95,22000.0,15826.0,14796.333333333334,23650.83877099137,15677.608333333334,39023.88397213576,54701.49230546909,39092.49230546909,860034830.72032,Excess Inventory Risk,88000.0,0.0,43001741536.016
2025-01-01,Mumbai,D5976,Ertiga,1250000,8,86378,1,99.83,26013,1,0.95,25000.0,15609.0,19149.333333333332,23650.83877099137,25560.783333333333,39023.88397213576,64584.66730546909,38571.66730546909,964291682.6367272,Excess Inventory Risk,100000.0,0.0,48214584131.836365
2025-02-01,Mumbai,D4419,Ertiga,1250000,4,34255,0,99.17,8947,1,0.95,25000.0,26013.0,16856.333333333332,23650.83877099137,9806.708333333334,39023.88397213576,48830.592305469094,39883.592305469094,997089807.6367273,Excess Inventory Risk,100000.0,0.0,49854490381.836365
2025-08-01,Mumbai,D2077,Ertiga,1100000,11,55249,1,100.4,13463,1,0.95,22000.0,8947.0,16141.0,23650.83877099137,14407.5,39023.88397213576,53431.38397213576,39968.38397213576,879304447.3869867,Excess Inventory Risk,88000.0,0.0,43965222369.349335
2025-11-01,Mumbai,D8901,Ertiga,1100000,11,198562,2,98.65,80477,1,0.95,22000.0,13463.0,34295.666666666664,23650.83877099137,72653.54166666667,39023.88397213576,111677.42563880244,31200.425638802437,686409364.0536536,Excess Inventory Risk,88000.0,0.0,34320468202.682682
2022-10-01,Bangalore,D7241,Fronx,1000000,14,197181,2,89.32,50159,1,0.95,20000.0,9471.0,23082.0,14964.625238396084,47988.34166666667,24691.631643353536,72679.9733100202,22520.9733100202,450419466.200404,Excess Inventory Risk,80000.0,0.0,22520973310.0202
2022-12-01,Bangalore,D7941,Fronx,1100000,10,118619,1,90.08,24810,1,0.95,22000.0,50159.0,28146.666666666668,14964.625238396084,30839.516666666663,24691.631643353536,55531.1483100202,30721.148310020202,675865262.8204445,Excess Inventory Risk,88000.0,0.0,33793263141.02222
2023-03-01,Bangalore,D5261,Fronx,1000000,8,89891,1,94.52,19939,1,0.95,20000.0,24810.0,31636.0,14964.625238396084,24012.916666666668,24691.631643353536,48704.548310020204,28765.548310020204,575310966.200404,Excess Inventory Risk,80000.0,0.0,28765548310.020203
2023-05-01,Bangalore,D6115,Fronx,1100000,2,64447,0,91.96,12927,1,0.95,22000.0,19939.0,19225.333333333332,14964.625238396084,13653.308333333332,24691.631643353536,38344.93997668687,25417.939976686866,559194679.4871111,Excess Inventory Risk,88000.0,0.0,27959733974.355553
2023-07-01,Bangalore,D5854,Fronx,1100000,6,63004,0,94.94,11750,1,0.95,22000.0,12927.0,14872.0,14964.625238396084,12965.066666666668,24691.631643353536,37656.698310020205,25906.698310020205,569947362.8204445,Excess Inventory Risk,88000.0,0.0,28497368141.022224
2023-08-01,Bangalore,D4177,Fronx,1000000,9,105922,1,94.09,21438,1,0.95,20000.0,11750.0,15371.666666666666,14964.625238396084,22307.45,24691.631643353536,46999.08164335354,25561.081643353536,511221632.86707073,Excess Inventory Risk,80000.0,0.0,25561081643.353535
2024-03-01,Bangalore,D4472,Fronx,1000000,9,63395,1,94.42,14840,1,0.95,20000.0,21438.0,16009.333333333334,14964.625238396084,15043.158333333333,24691.631643353536,39734.789976686865,24894.789976686865,497895799.5337373,Excess Inventory Risk,80000.0,0.0,24894789976.686867
2024-09-01,Bangalore,D8941,Fronx,1000000,2,39715,0,94.82,7931,1,0.95,20000.0,14840.0,14736.333333333334,14964.625238396084,8564.641666666666,24691.631643353536,33256.2733100202,25325.273310020202,506505466.20040405,Excess Inventory Risk,80000.0,0.0,25325273310.020203
2025-09-01,Bangalore,D7031,Fronx,1100000,2,67174,0,100.17,18384,1,0.95,22000.0,7931.0,13718.333333333334,14964.625238396084,16909.291666666668,24691.631643353536,41600.923310020204,23216.923310020204,510772312.82044446,Excess Inventory Risk,88000.0,0.0,25538615641.022224
2025-12-01,Bangalore,D2887,Fronx,1100000,6,115450,1,100.62,55355,1,0.95,22000.0,18384.0,27223.333333333332,14964.625238396084,37508.083333333336,24691.631643353536,62199.71497668687,6844.714976686868,150583729.4871111,Excess Inventory Risk,88000.0,0.0,7529186474.355555
2026-01-01,Bangalore,D4266,Fronx,1100000,8,60382,1,101.11,17508,1,0.95,22000.0,55355.0,30415.666666666668,14964.625238396084,18035.925,24691.631643353536,42727.556643353535,25219.556643353535,554830246.1537777,Excess Inventory Risk,88000.0,0.0,27741512307.68889
2023-01-01,Chennai,D8002,Fronx,900000,8,79328,1,91.82,15190,1,0.95,18000.0,12654.0,11343.666666666666,11539.00997374742,14906.091666666667,19039.36645668324,33945.458123349905,18755.458123349905,337598246.2202983,Excess Inventory Risk,72000.0,0.0,16879912311.014914
2023-02-01,Chennai,D2331,Fronx,1000000,5,50103,0,94.51,9414,1,0.95,20000.0,15190.0,12419.333333333334,11539.00997374742,9917.125,19039.36645668324,28956.49145668324,19542.49145668324,390849829.13366485,Excess Inventory Risk,80000.0,0.0,19542491456.683243
2023-04-01,Chennai,D8648,Fronx,900000,2,40754,0,94.48,7971,1,0.95,18000.0,9414.0,10858.333333333334,11539.00997374742,7979.85,19039.36645668324,27019.216456683243,19048.216456683243,342867896.2202984,Excess Inventory Risk,72000.0,0.0,17143394811.01492
2023-09-01,Chennai,D8730,Fronx,1100000,3,59301,0,91.11,12089,1,0.95,22000.0,7971.0,9824.666666666666,11539.00997374742,10899.116666666669,19039.36645668324,29938.48312334991,17849.48312334991,392688628.713698,Excess Inventory Risk,88000.0,0.0,19634431435.684902
2023-10-01,Chennai,D3180,Fronx,1000000,15,171652,2,91.26,46233,1,0.95,20000.0,12089.0,22097.666666666668,11539.00997374742,46100.95,19039.36645668324,65140.31645668324,18907.316456683242,378146329.13366485,Excess Inventory Risk,80000.0,0.0,18907316456.683243
2024-04-01,Chennai,D6449,Fronx,900000,3,50421,0,96.63,10475,1,0.95,18000.0,46233.0,22932.333333333332,11539.00997374742,12217.116666666669,19039.36645668324,31256.48312334991,20781.48312334991,374066696.22029835,Excess Inventory Risk,72000.0,0.0,18703334811.01492
2024-10-01,Chennai,D6569,Fronx,1000000,13,99169,2,96.09,32087,1,0.95,20000.0,10475.0,29598.333333333332,11539.00997374742,34108.50833333333,19039.36645668324,53147.874790016576,21060.874790016576,421217495.80033153,Excess Inventory Risk,80000.0,0.0,21060874790.016575
2025-01-01,Chennai,D4818,Fronx,1100000,10,55782,1,99.31,15158,1,0.95,22000.0,32087.0,19240.0,11539.00997374742,15262.708333333334,19039.36645668324,34302.07479001657,19144.074790016573,421169645.3803646,Excess Inventory Risk,88000.0,0.0,21058482269.01823
2025-02-01,Chennai,D2906,Fronx,900000,4,52641,0,99.54,11533,1,0.95,18000.0,15158.0,19592.666666666668,11539.00997374742,12252.35,19039.36645668324,31291.716456683243,19758.716456683243,355656896.2202984,Excess Inventory Risk,72000.0,0.0,17782844811.01492
2025-06-01,Chennai,D8350,Fronx,1000000,2,68067,0,99.13,12944,1,0.95,20000.0,11533.0,13211.666666666666,11539.00997374742,14735.183333333332,19039.36645668324,33774.54979001657,20830.549790016572,416610995.8003314,Excess Inventory Risk,80000.0,0.0,20830549790.01657
2022-08-01,Delhi,D7881,Fronx,900000,10,50207,1,89.03,10098,1,0.95,18000.0,9287.0,10112.333333333334,19841.302139147097,9972.816666666668,32738.14852959271,42710.96519625938,32612.965196259378,587033373.5326688,Excess Inventory Risk,72000.0,0.0,29351668676.633442
2023-11-01,Delhi,D5892,Fronx,900000,15,142711,2,92.86,40754,1,0.95,18000.0,10098.0,20046.333333333332,19841.302139147097,40419.21666666667,32738.14852959271,73157.36519625937,32403.365196259372,583260573.5326687,Excess Inventory Risk,72000.0,0.0,29163028676.633434
2023-12-01,Delhi,D8043,Fronx,900000,7,91323,1,94.64,19838,1,0.95,18000.0,40754.0,23563.333333333332,19841.302139147097,21796.341666666667,32738.14852959271,54534.49019625937,34696.49019625937,624536823.5326687,Excess Inventory Risk,72000.0,0.0,31226841176.633434
2024-02-01,Delhi,D7327,Fronx,1100000,2,62376,0,95.99,13980,1,0.95,22000.0,19838.0,24857.333333333332,19841.302139147097,15208.416666666666,32738.14852959271,47946.56519625938,33966.56519625938,747264434.3177062,Excess Inventory Risk,88000.0,0.0,37363221715.885315
2024-05-01,Delhi,D3832,Fronx,900000,3,56342,0,97.29,10752,1,0.95,18000.0,13980.0,14856.666666666666,19841.302139147097,16401.825,32738.14852959271,49139.97352959271,38387.97352959271,690983523.5326687,Excess Inventory Risk,72000.0,0.0,34549176176.63344
2024-06-01,Delhi,D4579,Fronx,1000000,4,34895,0,95.52,6156,1,0.95,20000.0,10752.0,10296.0,19841.302139147097,6672.491666666667,32738.14852959271,39410.64019625937,33254.64019625937,665092803.9251875,Excess Inventory Risk,80000.0,0.0,33254640196.259373
2024-12-01,Delhi,D7269,Fronx,1000000,7,66163,1,97.17,17196,1,0.95,20000.0,6156.0,11368.0,19841.302139147097,15004.375,32738.14852959271,47742.52352959271,30546.523529592712,610930470.5918542,Excess Inventory Risk,80000.0,0.0,30546523529.592712
2025-03-01,Delhi,D7254,Fronx,1100000,5,85585,1,100.19,20787,1,0.95,22000.0,17196.0,14713.0,19841.302139147097,21035.3,32738.14852959271,53773.44852959271,32986.44852959271,725701867.6510396,Excess Inventory Risk,88000.0,0.0,36285093382.55198
2025-05-01,Delhi,D8830,Fronx,1100000,5,48880,0,100.66,9725,1,0.95,22000.0,20787.0,15902.666666666666,19841.302139147097,10642.966666666667,32738.14852959271,43381.11519625937,33656.11519625937,740434534.3177062,Excess Inventory Risk,88000.0,0.0,37021726715.88531
2025-10-01,Delhi,D8687,Fronx,1100000,17,170373,2,98.27,75902,1,0.95,22000.0,9725.0,35471.333333333336,19841.302139147097,73169.09166666666,32738.14852959271,105907.24019625937,30005.240196259372,660115284.3177062,Excess Inventory Risk,88000.0,0.0,33005764215.88531
2025-11-01,Delhi,D9472,Fronx,900000,15,163362,2,100.43,42498,1,0.95,18000.0,75902.0,42708.333333333336,19841.302139147097,56490.558333333334,32738.14852959271,89228.70686292605,46730.70686292605,841152723.5326688,Excess Inventory Risk,72000.0,0.0,42057636176.633446
2025-07-01,Hyderabad,D7238,Fronx,900000,5,48073,0,97.63,9377,1,0.95,18000.0,48807.0,25594.0,16958.444081538455,10825.583333333334,27981.432734538448,38807.01606787178,29430.01606787178,529740289.221692,Excess Inventory Risk,72000.0,0.0,26487014461.084602
2025-08-01,Hyderabad,D7090,Fronx,900000,8,86035,1,99.78,21596,1,0.95,18000.0,9377.0,26593.333333333332,16958.444081538455,26381.141666666663,27981.432734538448,54362.574401205115,32766.574401205115,589798339.2216921,Excess Inventory Risk,72000.0,0.0,29489916961.084602
2024-01-01,Mumbai,D1137,Fronx,900000,9,68752,1,96.15,12943,1,0.95,18000.0,9764.0,9745.333333333334,19121.28769572952,12135.041666666666,31550.124697953706,43685.166364620374,30742.166364620374,553358994.5631667,Excess Inventory Risk,72000.0,0.0,27667949728.158337
2024-07-01,Mumbai,D6971,Fronx,900000,6,41023,0,97.1,7153,1,0.95,18000.0,12943.0,9953.333333333334,19121.28769572952,7453.716666666666,31550.124697953706,39003.84136462037,31850.84136462037,573315144.5631666,Excess Inventory Risk,72000.0,0.0,28665757228.158333
2024-08-01,Mumbai,D5164,Fronx,1000000,5,60699,1,97.86,12566,1,0.95,20000.0,7153.0,10887.333333333334,19121.28769572952,11430.441666666668,31550.124697953706,42980.566364620376,30414.566364620376,608291327.2924075,Excess Inventory Risk,80000.0,0.0,30414566364.620377
2024-11-01,Mumbai,D5300,Fronx,1000000,16,198413,2,95.15,60398,1,0.95,20000.0,12566.0,26705.666666666668,19121.28769572952,58144.791666666664,31550.124697953706,89694.91636462037,29296.916364620367,585938327.2924074,Excess Inventory Risk,80000.0,0.0,29296916364.620365
2025-04-01,Mumbai,D1760,Fronx,900000,2,60682,0,98.58,12903,1,0.95,18000.0,60398.0,28622.333333333332,19121.28769572952,20146.766666666663,31550.124697953706,51696.89136462037,38793.89136462037,698290044.5631667,Excess Inventory Risk,72000.0,0.0,34914502228.15833
2022-09-01,Bangalore,D5777,Grand Vitara,1300000,5,55169,0,90.46,8429,1,0.95,26000.0,10607.0,10077.666666666666,9153.48494234538,8925.866666666667,15103.250154869876,24029.116821536543,15600.116821536543,405603037.3599501,Excess Inventory Risk,104000.0,0.0,20280151867.997505
2022-11-01,Bangalore,D7677,Grand Vitara,1700000,13,114594,2,91.53,27991,1,0.95,34000.0,8429.0,15675.666666666666,9153.48494234538,26891.783333333333,15103.250154869876,41995.03348820321,14004.033488203211,476137138.5989092,Excess Inventory Risk,136000.0,0.0,23806856929.945457
2023-05-01,Bangalore,D8240,Grand Vitara,1700000,3,61750,0,93.67,10768,1,0.95,34000.0,27991.0,15729.333333333334,9153.48494234538,11466.2,15103.250154869876,26569.450154869875,15801.450154869875,537249305.2655758,Excess Inventory Risk,136000.0,0.0,26862465263.27879
